antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),0.024794772993801308,0.029150611492712347,0.01932205282850282,0.7792792792792792,26.732862172517343,1.0,0.01859927003391052,4.398542127522812,0.9870669580837965,0.5580645161290323,0.7726519444379668,0.7210572641607125,1,1
frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),0.029150611492712347,0.024794772993801308,0.01932205282850282,0.6628352490421456,26.732862172517343,1.0,0.01859927003391052,2.8923700482797488,0.991495558758547,0.5580645161290323,0.6542627729827465,0.7210572641607125,1,1
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.02758697715976992,0.029150611492712347,0.021109063494722736,0.7651821862348178,26.249267066871422,1.0,0.020304886241279956,4.1344792924362075,0.98919252993795,0.5924764890282133,0.7581315737076147,0.7446600586346503,1,1
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.029150611492712347,0.02758697715976992,0.021109063494722736,0.7241379310344828,26.249267066871422,1.0,0.020304886241279956,3.5249972077958343,0.990785707437994,0.5924764890282133,0.7163118320240328,0.7446600586346503,1,1
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.029876584575864187,0.024292176243926957,0.016753224995811694,0.5607476635514019,23.0834676119884,1.0,0.01602745773772821,2.22129227961489,0.9861414920561822,0.4477611940298507,0.5498116077847387,0.6252014179825975,1,1
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.024292176243926957,0.029876584575864187,0.016753224995811694,0.689655172413793,23.083467611988397,1.0,0.01602745773772821,3.1259532274777704,0.9804973672161171,0.4477611940298507,0.6800975807284015,0.6252014179825975,1,1
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.029820740492544816,0.024738928910481933,0.015077902496230524,0.5056179775280899,20.438151520531616,1.0,0.014340169317127529,1.9726871665219798,0.9803053269121306,0.3818953323903819,0.49307725169465794,0.5575493950845867,1,1
frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.024738928910481933,0.029820740492544816,0.015077902496230524,0.6094808126410834,20.438151520531612,1.0,0.014340169317127529,2.4843318610508818,0.9751972311294345,0.3818953323903819,0.5974772872827884,0.5575493950845867,1,1
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.037024627240743846,0.022337633327748924,0.01619478416261797,0.43740573152337864,19.581561085972854,1.0,0.015367741615217652,1.7377751986694436,0.9854162167350563,0.3751617076326003,0.4245515756205599,0.5812028657616893,1,1
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.022337633327748924,0.037024627240743846,0.01619478416261797,0.7250000000000001,19.58156108597285,1.0,0.015367741615217652,3.5017286282154783,0.9706127401256247,0.3751617076326003,0.7144267571329159,0.5812028657616893,1,1
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.020662310828167756,0.04076618082314179,0.01563634332942425,0.7567567567567568,18.56334690855239,1.0,0.014794019829979202,3.943516812171529,0.9660920991536261,0.3414634146341463,0.7464192375410865,0.5701592002961866,2,2
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",0.04076618082314179,0.020662310828167756,0.01563634332942425,0.3835616438356164,18.563346908552386,1.0,0.014794019829979202,1.5887033624343057,0.9863397067507215,0.3414634146341463,0.37055587364796616,0.5701592002961866,2,2
"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.02686100407661808,0.03177528340872285,0.01563634332942425,0.5821205821205823,18.319917862975863,1.0,0.01478282731224685,2.3169954660716643,0.971510345788723,0.36363636363636365,0.568406578846076,0.5371059852606426,2,2
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.03177528340872285,0.02686100407661808,0.01563634332942425,0.492091388400703,18.31991786297586,1.0,0.01478282731224685,1.9159726251917104,0.9764413015177232,0.36363636363636365,0.4780718749048197,0.5371059852606426,2,2
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.04076618082314179,0.02122075166136148,0.01563634332942425,0.3835616438356164,18.074837779379955,1.0,0.0147712543299942,1.5877974473049024,0.9848218963896904,0.3373493975903615,0.3701967453736739,0.5602018745493871,1,3
frozenset({'JUMBO BAG VINTAGE CHRISTMAS'}),"frozenset({""JUMBO BAG 50'S CHRISTMAS""})",0.026135030993466243,0.03942592282347685,0.017814262578879768,0.6816239316239316,17.28872484927726,1.0,0.01678386486394219,3.0171051551584753,0.9674429866686224,0.3730994152046783,0.6685564643677544,0.5667326456986514,1,1
"frozenset({""JUMBO BAG 50'S CHRISTMAS""})",frozenset({'JUMBO BAG VINTAGE CHRISTMAS'}),0.03942592282347685,0.026135030993466243,0.017814262578879768,0.45184135977337114,17.28872484927726,1.0,0.01678386486394219,1.7766115455261315,0.9808289195113137,0.3730994152046783,0.43713075459956174,0.5667326456986514,1,1
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04076618082314179,0.04076618082314179,0.028703858826157367,0.7041095890410958,17.27190467254644,1.0,0.027041977327252272,3.241855037032899,0.9821406282810988,0.5433403805496827,0.6915346341595682,0.7041095890410958,2,1
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.04076618082314179,0.04076618082314179,0.028703858826157367,0.7041095890410958,17.27190467254644,1.0,0.027041977327252272,3.241855037032899,0.9821406282810988,0.5433403805496827,0.6915346341595682,0.7041095890410958,1,2
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.030770089908974143,0.030323337242419167,0.015859719662701735,0.515426497277677,16.997683769339524,1.0,0.014926667849412354,2.001093038125195,0.9710476792536737,0.35061728395061725,0.5002731102713294,0.5192233775522823,1,1
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.030323337242419167,0.030770089908974143,0.015859719662701735,0.5230202578268875,16.99768376933952,1.0,0.014926667849412354,2.032014830808598,0.9706002949278255,0.35061728395061725,0.5078776075654572,0.5192233775522823,1,1
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})","frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.02730775674317306,0.033729826324900875,0.01563634332942425,0.572597137014315,16.975988298866458,1.0,0.014715257437154381,2.2607948082637495,0.9675139018749077,0.3444034440344404,0.5576776820502422,0.5180866479773563,2,2
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.030323337242419167,0.03618696599095326,0.01859607974535098,0.6132596685082873,16.946976672805402,1.0,0.01749877017182735,2.4921451307948206,0.9704187601561478,0.38811188811188807,0.5987392597472565,0.5635742786985881,1,1
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03618696599095326,0.030323337242419167,0.01859607974535098,0.513888888888889,16.946976672805402,1.0,0.01749877017182735,1.9947634205298808,0.9763225767049858,0.38811188811188807,0.49868741841357606,0.5635742786985881,1,1
frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.03278047690847155,0.027866197576366783,0.015412966996146759,0.47018739352640543,16.87303738652774,1.0,0.014499499749967762,1.8348634791725809,0.9726166867490043,0.3407407407407408,0.4550003249010422,0.5116468029756276,1,1
frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.027866197576366783,0.03278047690847155,0.015412966996146759,0.5531062124248497,16.873037386527738,1.0,0.014499499749967762,2.1643163319402365,0.9676999663656224,0.3407407407407408,0.5379603317489483,0.5116468029756276,1,1
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.05433629306974926,0.017255821745686045,0.01563634332942425,0.28776978417266186,16.676678075015715,1.0,0.0146987259418913,1.3798125331045417,0.9940489547655605,0.27944111776447106,0.2752638666427921,0.5969593257432889,1,3
"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.025241525660356284,0.039984363656670574,0.016809069079131066,0.665929203539823,16.654740569535768,1.0,0.015799802737878198,2.873689189584006,0.964297372170108,0.34717416378316035,0.6520152549466355,0.5431601324961685,2,1
frozenset({'STRAWBERRY CHARLOTTE BAG'}),"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.039984363656670574,0.025241525660356284,0.016809069079131066,0.4203910614525139,16.654740569535768,1.0,0.015799802737878198,1.6817519701859875,0.9791059642388014,0.34717416378316035,0.40538199584246154,0.5431601324961685,1,2
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.05433629306974926,0.03177528340872285,0.028703858826157367,0.5282631038026722,16.624969068180054,1.0,0.02697730771448666,2.0524676454102675,0.9938517310740393,0.49999999999999983,0.5127816010955387,0.7158011476834099,1,2
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03177528340872285,0.05433629306974926,0.028703858826157367,0.9033391915641475,16.62496906818005,1.0,0.02697730771448666,9.783320895332949,0.9706935756147065,0.49999999999999983,0.8977852192830512,0.7158011476834099,2,1
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.022784385994303904,0.039984363656670574,0.015077902496230524,0.6617647058823529,16.550587413736444,1.0,0.014166883320940325,2.838307098754191,0.9614860531712922,0.3161592505854801,0.6476773072093126,0.5194298389746961,2,1
frozenset({'STRAWBERRY CHARLOTTE BAG'}),"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",0.039984363656670574,0.022784385994303904,0.015077902496230524,0.3770949720670391,16.550587413736444,1.0,0.014166883320940325,1.568803541766992,0.9787123753385168,0.3161592505854801,0.3625715563634762,0.5194298389746961,1,2
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.02820126207628302,0.039984363656670574,0.01854023566203161,0.6574257425742573,16.442070911001714,1.0,0.017412626143596437,2.8023577823894867,0.9664351002446748,0.37345331833520823,0.6431576273792814,0.560556446706123,2,1
frozenset({'STRAWBERRY CHARLOTTE BAG'}),"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.039984363656670574,0.02820126207628302,0.01854023566203161,0.46368715083798884,16.442070911001714,1.0,0.017412626143596437,1.8119997300869306,0.9782969934534252,0.37345331833520823,0.4481235381022794,0.560556446706123,1,2
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.04076618082314179,0.02686100407661808,0.017981794828837886,0.4410958904109589,16.421422265257885,1.0,0.016886774279559324,1.7411555564315415,0.9790146219648763,0.36220472440944884,0.4256687770910732,0.5552672799248143,1,2
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.026916848159937456,0.04115708940637739,0.018149327078796,0.6742738589211618,16.382933502986763,1.0,0.01704150795253957,2.9437088083192737,0.964933848361108,0.3635346756152126,0.6602924864124196,0.5576253962177043,2,1
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",0.04115708940637739,0.026916848159937456,0.018149327078796,0.4409769335142469,16.38293350298676,1.0,0.01704150795253957,1.7406851526847718,0.9792645490793422,0.3635346756152126,0.42551356949438274,0.5576253962177043,1,2
frozenset({'STRAWBERRY CHARLOTTE BAG'}),"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",0.039984363656670574,0.0280337298263249,0.018149327078796,0.45391061452513964,16.19158839502326,1.0,0.017028416230767375,1.7798666226198245,0.9773169323841188,0.3639417693169093,0.4381601479058705,0.5506604865454383,1,2
"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.0280337298263249,0.039984363656670574,0.018149327078796,0.6474103585657369,16.191588395023256,1.0,0.017028416230767375,2.722756211550007,0.9653005104633948,0.3639417693169093,0.6327251056271683,0.5506604865454383,2,1
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",0.05433629306974926,0.020662310828167756,0.017981794828837886,0.33093525179856115,16.016371767450902,1.0,0.01685908145218031,1.4637412773643514,0.9914347774736701,0.31537708129285014,0.3168191568658741,0.6006027610344157,1,2
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.023007762327581394,0.04115708940637739,0.015077902496230524,0.6553398058252426,15.922889963246433,1.0,0.014130969965073575,2.781994923694172,0.959267938987859,0.3071672354948806,0.6405457136233326,0.5108449368339238,2,1
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",0.04115708940637739,0.023007762327581394,0.015077902496230524,0.36635006784260515,15.922889963246433,1.0,0.014130969965073575,1.5418485635215686,0.9774253111585669,0.3071672354948806,0.3514278745274382,0.5108449368339238,1,2
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.023007762327581394,0.04601552465516279,0.016809069079131066,0.7305825242718446,15.876870463757184,1.0,0.01575035482448612,3.5409153499285835,0.9590816170543268,0.32192513368983955,0.7175871487523222,0.5479368932038834,2,1
frozenset({'WOODLAND CHARLOTTE BAG'}),"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",0.04601552465516279,0.023007762327581394,0.016809069079131066,0.3652912621359223,15.876870463757184,1.0,0.01575035482448612,1.5392764891817838,0.9822123099201223,0.32192513368983955,0.35034413438513634,0.5479368932038834,1,2
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.04115708940637739,0.02820126207628302,0.01831685932875412,0.44504748982360925,15.781119604497764,1.0,0.017156177464107858,1.7511385570899252,0.9768369035612313,0.3588621444201313,0.428942960594838,0.5472762201593293,1,2
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.02820126207628302,0.04115708940637739,0.01831685932875412,0.6495049504950494,15.781119604497762,1.0,0.017156177464107858,2.735681750563725,0.9638139084097426,0.3588621444201313,0.6344604046892749,0.5472762201593293,2,1
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",0.04115708940637739,0.0280337298263249,0.01809348299547663,0.4396200814111262,15.681826290496089,1.0,0.016939696270620346,1.7344773392687616,0.9764184588393481,0.35409836065573774,0.4234574431386979,0.5425192040521766,1,2
"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.0280337298263249,0.04115708940637739,0.01809348299547663,0.645418326693227,15.681826290496087,1.0,0.016939696270620346,2.704152478191002,0.9632349863988281,0.35409836065573774,0.6301983678564714,0.5425192040521766,2,1
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.029038923326073603,0.039984363656670574,0.018149327078796,0.625,15.631110335195531,1.0,0.0169882242083281,2.5600416969155453,0.9640190947259446,0.3567508232711306,0.6093813623407597,0.5394553072625698,2,1
frozenset({'STRAWBERRY CHARLOTTE BAG'}),"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG'})",0.039984363656670574,0.029038923326073603,0.018149327078796,0.45391061452513964,15.63111033519553,1.0,0.0169882242083281,1.7780259102264229,0.9750101797452155,0.3567508232711306,0.43757849970102236,0.5394553072625698,1,2
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.04115708940637739,0.025241525660356284,0.01619478416261797,0.3934871099050204,15.58887981652478,1.0,0.015155916434261318,1.607152115410106,0.976021930793485,0.3225806451612904,0.37778136219244923,0.5175400151295013,1,2
"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.025241525660356284,0.04115708940637739,0.01619478416261797,0.6415929203539823,15.588879816524779,1.0,0.015155916434261318,2.6752900962241815,0.9600857377097759,0.3225806451612904,0.6262087609073245,0.5175400151295013,2,1
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.030770089908974143,0.03618696599095326,0.017311665829005417,0.5626134301270418,15.547405390871816,1.0,0.016198189631930794,2.2035725383360365,0.9653855875815001,0.3487064116985377,0.5461914765215213,0.5205042459277185,1,1
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.03618696599095326,0.030770089908974143,0.017311665829005417,0.4783950617283951,15.547405390871816,1.0,0.016198189631930794,1.858168585026582,0.9708113018172847,0.3487064116985377,0.46183569776275474,0.5205042459277185,1,1
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.02730775674317306,0.04076618082314179,0.017255821745686045,0.6319018404907976,15.500638709135222,1.0,0.016142588796419482,2.6059185420971316,0.9617497578110804,0.3395604395604395,0.6162581508801719,0.5275947558618371,2,1
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.04076618082314179,0.02730775674317306,0.017255821745686045,0.4232876712328767,15.50063870913522,1.0,0.016142588796419482,1.686616003746992,0.9752434814899806,0.3395604395604395,0.4070968152926354,0.5275947558618371,1,2
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.022784385994303904,0.04601552465516279,0.01619478416261797,0.7107843137254902,15.446619788692177,1.0,0.015146348687144335,3.2985225927177426,0.957067103341866,0.3078556263269639,0.6968339697876458,0.5313630306491529,2,1
frozenset({'WOODLAND CHARLOTTE BAG'}),"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",0.04601552465516279,0.022784385994303904,0.01619478416261797,0.35194174757281554,15.446619788692177,1.0,0.015146348687144335,1.507913232098677,0.980373309218481,0.3078556263269639,0.3368318688945887,0.5313630306491529,1,2
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.05634668006924666,0.017981794828837886,0.01563634332942425,0.2775024777006938,15.432412634119018,1.0,0.014623128889132886,1.359199408803433,0.9910433187359452,0.26641294005708854,0.26427278181326835,0.573533847545999,1,3
frozenset({'LARGE WHITE HEART OF WICKER'}),frozenset({'SMALL WHITE HEART OF WICKER'}),0.03093762215893226,0.03484670799128832,0.016585692745853576,0.5361010830324909,15.384554637600667,1.0,0.015507618460536452,2.0805249952250047,0.9648499051484126,0.33711691259931886,0.5193520855096231,0.5060313107470147,1,1
frozenset({'SMALL WHITE HEART OF WICKER'}),frozenset({'LARGE WHITE HEART OF WICKER'}),0.03484670799128832,0.03093762215893226,0.016585692745853576,0.4759615384615385,15.384554637600667,1.0,0.015507618460536452,1.8492199503756157,0.9687577621964012,0.33711691259931886,0.45923144523890796,0.5060313107470147,1,1
"frozenset({'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.022561009661026414,0.04869604065449266,0.016809069079131066,0.745049504950495,15.300001703151967,1.0,0.01571043723547132,3.7313281512192717,0.9562136761367722,0.3087179487179487,0.7319989131287652,0.5451164955945136,2,1
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),"frozenset({'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",0.04869604065449266,0.022561009661026414,0.016809069079131066,0.34518348623853207,15.300001703151965,1.0,0.01571043723547132,1.4926914178206392,0.9824835910432596,0.3087179487179487,0.3300691703178537,0.5451164955945136,1,2
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05433629306974926,0.04076618082314179,0.033729826324900875,0.6207605344295991,15.227340945247713,1.0,0.03151474317636025,2.529361805038165,0.9880136517543372,0.5495905368516832,0.6046433539052705,0.7240788973517858,1,1
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.04076618082314179,0.05433629306974926,0.033729826324900875,0.8273972602739724,15.227340945247711,1.0,0.03151474317636025,5.478845286183192,0.9740363962745501,0.5495905368516832,0.8174797885748213,0.7240788973517858,1,1
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.021890880661193945,0.04869604065449266,0.01619478416261797,0.7397959183673471,15.192116410784502,1.0,0.015128784947977824,3.6559916868964626,0.9550840166556744,0.29774127310061604,0.7264764021252765,0.5361823628533984,2,1
